h_tract,w_tract,commuters
42003523100,42003562700,10
42003523200,42003523502,10
42003523200,42003980700,10
42003523300,42003040500,10
42003523300,42003080400,10
42003523300,42003120800,10
42003523300,42003460002,10
42003523300,42003488500,10
42003523300,42003517000,10
42003523300,42003523200,10
42003523300,42003563200,10
42003523300,42003980000,10
42003523400,42003424000,10
42003523400,42003429201,10
42003523400,42003489001,10
42003523400,42003509400,10
42003523400,42003521401,10
42003523400,42003526101,10
42003523400,42003560400,10
42003523400,42003562700,10
42003523501,42003060300,10
42003523501,42003429400,10
42003523501,42003475101,10
42003523501,42003483800,10
42003523501,42003526101,10
42003523501,42003526302,10
42003523501,42003562700,10
42003523501,42003981200,10
42003523600,42003101400,10
42003523600,42003429201,10
42003523600,42003453004,10
42003523600,42003489001,10
42003523600,42003521401,10
42003523600,42003563200,10
42003523600,42003564400,10
42003523701,42003413500,10
42003523701,42003423000,10
42003523701,42003484300,10
42003523702,42003111500,10
42003523702,42003483800,10
42003523702,42003489001,10
42003523702,42003510000,10
42003523800,42003120800,10
42003524000,42003120800,10
42003524000,42003452000,10
42003524000,42003459201,10
42003524000,42003521200,10
42003524000,42003523300,10
42003525100,42003070900,10
42003525100,42003090200,10
42003525100,42003414102,10
42003525300,42003090200,10
42003525300,42003409000,10
42003525300,42003459201,10
42003526101,42003170200,10
42003526101,42003411000,10
42003526101,42003414200,10
42003526101,42003429201,10
42003526101,42003522000,10
42003526101,42003562000,10
42003526102,42003040500,10
42003526201,42003010300,10
42003526201,42003415001,10
42003526201,42003418000,10
42003526201,42003523501,10
42003526201,42003523800,10
42003526202,42003070300,10
42003526202,42003120800,10
42003526202,42003405000,10
42003526202,42003418000,10
42003526202,42003484300,10
42003526202,42003509400,10
42003526202,42003517000,10
42003526202,42003518001,10
42003526202,42003560400,10
42003526301,42003408002,10
42003526301,42003523501,10
42003526301,42003563900,10
42003526302,42003120800,10
42003526302,42003419000,10
42003526302,42003437000,10
42003526302,42003451300,10
42003526302,42003488500,10
42003526302,42003524000,10
42003526302,42003564400,10
42003526302,42003981200,10
42003550900,42003483800,10
42003550900,42003551200,10
42003551200,42003140100,10
42003551200,42003160900,10
42003551200,42003458000,10
42003551200,42003496200,10
42003551300,42003010300,10
42003551300,42003421100,10
42003551300,42003452000,10
42003551300,42003501000,10
42003551300,42003513800,10
42003551300,42003564400,10
42003551900,42003483800,10
42003551900,42003488600,10
42003551900,42003982200,10
42003552000,42003010300,10
42003552000,42003421100,10
42003552000,42003469000,10
42003552000,42003486700,10
42003552000,42003488600,10
42003552200,42003504100,10
42003552300,42003421100,10
42003552300,42003452000,10
42003552300,42003551300,10
42003552400,42003469000,10
42003552400,42003980600,10
42003552400,42003980700,10
42003560400,42003120800,10
42003560500,42003040500,10
42003560500,42003220600,10
42003560500,42003459201,10
42003560500,42003520001,10
42003560600,42003981200,10
42003561000,42003520001,10
42003561100,42003982200,10
42003561200,42003090200,10
42003561200,42003469000,10
42003561400,42003562600,10
42003561500,42003170200,10
42003561500,42003220600,10
42003561500,42003452000,10
42003561500,42003483800,10
42003561500,42003980700,10
42003561600,42003470300,10
42003561600,42003475301,10
42003561900,42003141300,10
42003561900,42003469000,10
42003562300,42003140300,10
42003562300,42003151700,10
42003562300,42003458000,10
42003562300,42003477300,10
42003562400,42003452000,10
42003562500,42003040900,10
42003562500,42003424000,10
42003562500,42003478100,10
42003562500,42003562700,10
42003562500,42003980700,10
42003562600,42003419000,10
42003562600,42003421100,10
42003562800,42003452000,10
42003562800,42003475101,10
42003562800,42003562700,10
42003562800,42003982200,10
42003562900,42003010300,10
42003562900,42003020300,10
42003562900,42003452000,10
42003562900,42003488600,10
42003562900,42003562900,10
42003563000,42003111500,10
42003563000,42003562600,10
42003563100,42003151700,10
42003563100,42003980700,10
42003563200,42003010300,10
42003563200,42003451300,10
42003563300,42003010300,10
42003563300,42003437000,10
42003563800,42003010300,10
42003563800,42003563300,10
42003563900,42003070300,10
42003563900,42003452000,10
42003563900,42003488600,10
42003563900,42003515300,10
42003563900,42003520002,10
42003563900,42003552100,10
42003563900,42003560400,10
42003564000,42003468700,10
42003564000,42003483800,10
42003564000,42003563000,10
42003564100,42003562800,10
42003564100,42003564100,10
42003564200,42003090200,10
42003564200,42003469000,10
42003564200,42003492700,10
42003564400,42003111500,10
42003564400,42003409000,10
42003564400,42003474102,10
42003564400,42003489001,10
42003564400,42003520002,10
42003564400,42003523400,10
42003564400,42003526202,10
42003564400,42003980600,10
42003564500,42003451300,10
42003564500,42003476100,10
42003020100,42003070900,9
42003020100,42003451300,9
42003020300,42003981200,9
42003030500,42003020300,9
42003030500,42003562700,9
42003040400,42003040400,9
42003040400,42003459201,9
42003040500,42003160900,9
42003040900,42003020300,9
42003050100,42003160900,9
42003050100,42003459201,9
42003050600,42003030500,9
42003050600,42003080400,9
42003050600,42003421100,9
42003050600,42003459201,9
42003050900,42003469000,9
42003051000,42003111500,9
42003060300,42003040500,9
42003060300,42003060500,9
42003060300,42003070300,9
42003060300,42003451300,9
42003060500,42003070900,9
42003060500,42003140500,9
42003060500,42003458000,9
42003070500,42003140300,9
42003070500,42003429400,9
42003070600,42003070900,9
42003070800,42003090200,9
42003070900,42003010300,9
42003070900,42003170200,9
42003080200,42003459201,9
42003080400,42003060500,9
42003080400,42003459201,9
42003080600,42003120800,9
42003080600,42003160900,9
42003080600,42003220600,9
42003080600,42003424000,9
42003080600,42003562700,9
42003080700,42003220600,9
42003080900,42003060300,9
42003080900,42003070300,9
42003080900,42003140800,9
42003090200,42003111500,9
42003090300,42003040900,9
42003090300,42003101100,9
42003100500,42003010300,9
42003100500,42003429400,9
42003100500,42003459201,9
42003101100,42003080900,9
42003101100,42003429100,9
42003101100,42003458000,9
42003101100,42003563200,9
42003101400,42003140800,9
42003101400,42003458000,9
42003101600,42003020300,9
42003101600,42003111500,9
42003101800,42003090100,9
42003101800,42003483800,9
42003101800,42003525300,9
42003110200,42003429201,9
42003110200,42003524000,9
42003110600,42003070900,9
42003110600,42003110600,9
42003110600,42003419000,9
42003111300,42003220600,9
42003111300,42003521500,9
42003111300,42003980600,9
42003111400,42003421100,9
42003111500,42003111300,9
42003111500,42003429400,9
42003120300,42003130300,9
42003120300,42003220600,9
42003120400,42003111500,9
42003120700,42003982200,9
42003120800,42003111300,9
42003130100,42003111500,9
42003130100,42003421100,9
42003130100,42003521200,9
42003130200,42003040900,9
42003130200,42003980700,9
42003130300,42003130300,9
42003130600,42003020300,9
42003130600,42003090200,9
42003130600,42003170200,9
42003130600,42003220600,9
42003140100,42003421100,9
42003140100,42003562700,9
42003140200,42003220600,9
42003140300,42003141400,9
42003140300,42003562700,9
42003140400,42003040500,9
42003140400,42003040900,9
42003140400,42003469000,9
42003140400,42003521301,9
42003140500,42003140800,9
42003140500,42003421100,9
42003140600,42003070300,9
42003140600,42003552100,9
42003140800,42003562700,9
42003140800,42003980700,9
42003141000,42003040900,9
42003141100,42003483800,9
42003141100,42003562700,9
42003141300,42003080400,9
42003141300,42003111500,9
42003141300,42003141400,9
42003141400,42003120400,9
42003141400,42003202300,9
42003141400,42003521500,9
42003151600,42003090200,9
42003151600,42003111500,9
42003151600,42003475301,9
42003151700,42003060300,9
42003151700,42003488600,9
42003160800,42003429400,9
42003160900,42003040500,9
42003160900,42003413500,9
42003160900,42003521301,9
42003170200,42003080900,9
42003170200,42003412001,9
42003170200,42003451300,9
42003170200,42003474202,9
42003170600,42003070500,9
42003180300,42003190300,9
42003180700,42003191100,9
42003180700,42003451300,9
42003180700,42003452000,9
42003180700,42003464400,9
42003190300,42003070300,9
42003191100,42003563200,9
42003191100,42003981200,9
42003191400,42003429201,9
42003191500,42003190300,9
42003191500,42003191500,9
42003191600,42003070500,9
42003191600,42003111500,9
42003191600,42003271500,9
42003191600,42003478200,9
42003191600,42003562400,9
42003191700,42003473200,9
42003191700,42003477300,9
42003191800,42003419000,9
42003191800,42003464400,9
42003191800,42003473601,9
42003191800,42003475200,9
42003191800,42003477100,9
42003191800,42003480101,9
42003191900,42003429400,9
42003191900,42003472200,9
42003191900,42003473300,9
42003191900,42003475200,9
42003191900,42003981200,9
42003192000,42003140100,9
42003192000,42003426700,9
42003192000,42003473401,9
42003192000,42003488600,9
42003192000,42003981200,9
42003202200,42003451300,9
42003202300,42003461000,9
42003202300,42003464400,9
42003202300,42003470501,9
42003202300,42003488500,9
42003202300,42003488600,9
42003202300,42003521200,9
42003220600,42003040900,9
42003220600,42003980700,9
42003240600,42003241200,9
42003240600,42003424000,9
42003240600,42003437000,9
42003241200,42003241200,9
42003241200,42003563200,9
42003250300,42003040200,9
42003250300,42003240600,9
42003260200,42003160900,9
42003260200,42003260200,9
42003260200,42003413201,9
42003260200,42003451300,9
42003260700,42003010300,9
42003260700,42003170200,9
42003260900,42003424000,9
42003261200,42003413500,9
42003261400,42003240600,9
42003261400,42003421100,9
42003261500,42003421100,9
42003261500,42003452000,9
42003262000,42003101100,9
42003262000,42003111500,9
42003262000,42003413500,9
42003262000,42003452000,9
42003270100,42003080900,9
42003270100,42003270100,9
42003270100,42003413500,9
42003270100,42003435000,9
42003270100,42003451105,9
42003270100,42003488500,9
42003270100,42003521200,9
42003270300,42003270300,9
42003270300,42003452000,9
42003270400,42003070900,9
42003270400,42003982200,9
42003270800,42003170200,9
42003270800,42003421100,9
42003270800,42003424000,9
42003270800,42003458000,9
42003270800,42003482500,9
42003270800,42003488600,9
42003270800,42003563000,9
42003271500,42003270800,9
42003271500,42003419000,9
42003271500,42003424000,9
42003271500,42003430200,9
42003271500,42003489001,9
42003281400,42003111500,9
42003281400,42003461000,9
42003281500,42003220600,9
42003281500,42003460002,9
42003290100,42003010300,9
42003290100,42003191900,9
42003290100,42003429400,9
42003290100,42003451102,9
42003290200,42003090100,9
42003290200,42003429400,9
42003290200,42003461000,9
42003290200,42003470300,9
42003290400,42003090200,9
42003290400,42003141400,9
42003290400,42003290200,9
42003290400,42003409000,9
42003290400,42003424000,9
42003290400,42003429201,9
42003290400,42003470300,9
42003290400,42003480101,9
42003290400,42003482500,9
42003300100,42003090200,9
42003300100,42003452000,9
42003300100,42003458000,9
42003300100,42003473601,9
42003300100,42003475301,9
42003300100,42003480101,9
42003300100,42003521200,9
42003300100,42003563200,9
42003310200,42003111500,9
42003310200,42003484500,9
42003310200,42003520001,9
42003310200,42003562700,9
42003310200,42003980700,9
42003310300,42003090200,9
42003310300,42003484600,9
42003320400,42003290400,9
42003320400,42003429400,9
42003320400,42003470300,9
42003320600,42003020300,9
42003320600,42003191700,9
42003320600,42003489001,9
42003320700,42003040500,9
42003320700,42003461000,9
42003320700,42003475101,9
42003320700,42003475301,9
42003320700,42003521200,9
42003401100,42003413300,9
42003401100,42003429201,9
42003401100,42003460002,9
42003401100,42003526202,9
42003401200,42003040900,9
42003401200,42003111500,9
42003401300,42003562700,9
42003401300,42003980600,9
42003402000,42003407002,9
42003402000,42003982200,9
42003403500,42003040900,9
42003403500,42003070900,9
42003403500,42003429201,9
42003403500,42003525300,9
42003404000,42003980000,9
42003405000,42003403500,9
42003405000,42003404000,9
42003405000,42003411000,9
42003405000,42003469000,9
42003406000,42003405000,9
42003406000,42003459201,9
42003406000,42003469000,9
42003406000,42003980000,9
42003407001,42003060300,9
42003407001,42003080400,9
42003407001,42003101100,9
42003407001,42003401100,9
42003407001,42003401200,9
42003407001,42003418000,9
42003407001,42003429500,9
42003407001,42003437000,9
42003407001,42003445500,9
42003407001,42003453004,9
42003407001,42003460002,9
42003407001,42003475101,9
42003407002,42003090100,9
42003407002,42003090200,9
42003407002,42003426700,9
42003407002,42003453004,9
42003408001,42003090200,9
42003408001,42003437000,9
42003408001,42003451105,9
42003408001,42003453004,9
42003408001,42003488600,9
42003408001,42003525200,9
42003408001,42003981200,9
42003408002,42003101100,9
42003408002,42003426400,9
42003408002,42003437000,9
42003408002,42003451101,9
42003408002,42003521200,9
42003408002,42003563200,9
42003408002,42003980000,9
42003409000,42003111500,9
42003409000,42003407001,9
42003409000,42003445500,9
42003409000,42003980900,9
42003410000,42003410000,9
42003410000,42003453004,9
42003410000,42003469000,9
42003411000,42003040500,9
42003411000,42003070500,9
42003411000,42003415002,9
42003411000,42003460002,9
42003411000,42003462100,9
42003411000,42003468800,9
42003411000,42003552100,9
42003412001,42003070500,9
42003412001,42003090200,9
42003412001,42003451102,9
42003412001,42003456004,9
42003412001,42003521200,9
42003412001,42003563000,9
42003412001,42003563800,9
42003412001,42003980900,9
42003412002,42003429300,9
42003412002,42003446000,9
42003412002,42003470502,9
42003413100,42003240600,9
42003413100,42003414101,9
42003413100,42003429202,9
42003413100,42003451102,9
42003413100,42003483800,9
42003413100,42003980000,9
42003413201,42003410000,9
42003413201,42003429100,9
42003413201,42003484300,9
42003413201,42003980700,9
42003413202,42003070500,9
42003413202,42003160900,9
42003413202,42003429600,9
42003413202,42003451105,9
42003413300,42003090200,9
42003413300,42003475101,9
42003413300,42003520001,9
42003413300,42003563800,9
42003413300,42003980600,9
42003413300,42003980900,9
42003413400,42003170200,9
42003413400,42003413202,9
42003413400,42003415002,9
42003413500,42003040500,9
42003413500,42003120800,9
42003413500,42003475101,9
42003413500,42003475200,9
42003413500,42003980000,9
42003414101,42003080400,9
42003414101,42003413100,9
42003414101,42003417200,9
42003414101,42003458000,9
42003414101,42003460002,9
42003414101,42003488600,9
42003414102,42003431500,9
42003414102,42003564000,9
42003414200,42003101100,9
42003414200,42003202300,9
42003414200,42003240600,9
42003414200,42003424000,9
42003414200,42003427000,9
42003414200,42003453004,9
42003414200,42003475200,9
42003414200,42003980000,9
42003415001,42003140100,9
42003415001,42003401100,9
42003415001,42003413201,9
42003415001,42003451300,9
42003415002,42003414102,9
42003415002,42003426700,9
42003415002,42003469000,9
42003415002,42003980600,9
42003416000,42003405000,9
42003417100,42003040900,9
42003417100,42003111500,9
42003417100,42003160900,9
42003417100,42003426800,9
42003417100,42003488600,9
42003417100,42003521301,9
42003417200,42003040200,9
42003417200,42003459201,9
42003417200,42003525200,9
42003417200,42003525300,9
42003418000,42003424000,9
42003419000,42003417200,9
42003419000,42003483800,9
42003419000,42003525300,9
42003419000,42003526202,9
42003419000,42003560400,9
42003420000,42003415001,9
42003421100,42003520001,9
42003421100,42003562700,9
42003421200,42003080900,9
42003421200,42003120800,9
42003421200,42003141300,9
42003421200,42003426400,9
42003422000,42003040400,9
42003422000,42003080400,9
42003422000,42003240600,9
42003422000,42003451300,9
42003423000,42003070300,9
42003423000,42003090200,9
42003423000,42003419000,9
42003423000,42003981200,9
42003424000,42003521200,9
42003425000,42003405000,9
42003425000,42003408002,9
42003425000,42003414101,9
42003425000,42003419000,9
42003425000,42003429202,9
42003425000,42003453004,9
42003425000,42003526202,9
42003426300,42003202300,9
42003426300,42003419000,9
42003426300,42003425000,9
42003426300,42003429300,9
42003426300,42003431500,9
42003426300,42003458000,9
42003426300,42003562600,9
42003426300,42003563000,9
42003426300,42003563200,9
42003426400,42003040400,9
42003426400,42003413300,9
42003426400,42003484300,9
42003426700,42003111500,9
42003426800,42003412001,9
42003426800,42003427000,9
42003426800,42003437000,9
42003426800,42003456003,9
42003426800,42003521200,9
42003426800,42003521301,9
42003426800,42003521500,9
42003426800,42003563200,9
42003427000,42003070900,9
42003427000,42003140100,9
42003427000,42003414200,9
42003427000,42003483800,9
42003427100,42003432400,9
42003427100,42003562300,9
42003427100,42003564100,9
42003427200,42003040500,9
42003427200,42003060300,9
42003427200,42003070500,9
42003427200,42003240600,9
42003427200,42003407001,9
42003427200,42003451105,9
42003427200,42003474102,9
42003427200,42003483800,9
42003427200,42003521200,9
42003427200,42003521500,9
42003427200,42003526202,9
42003427200,42003980900,9
42003428100,42003426400,9
42003428100,42003429202,9
42003428100,42003982200,9
42003428200,42003080900,9
42003428200,42003429201,9
42003428200,42003475301,9
42003429100,42003140100,9
42003429100,42003170200,9
42003429100,42003415001,9
42003429201,42003413202,9
42003429201,42003468700,9
42003429201,42003552100,9
42003429202,42003040500,9
42003429202,42003090200,9
42003429202,42003414200,9
42003429300,42003448000,9
42003429300,42003488300,9
42003429300,42003488600,9
42003429300,42003522000,9
42003429400,42003090200,9
42003429400,42003170200,9
42003429400,42003424000,9
42003429400,42003460002,9
42003429400,42003474102,9
42003429400,42003519000,9
42003429400,42003520001,9
42003429400,42003521301,9
42003429400,42003563800,9
42003429500,42003070500,9
42003429500,42003170200,9
42003429500,42003414102,9
42003429500,42003521200,9
42003429500,42003980700,9
42003429600,42003090200,9
42003429600,42003413201,9
42003429600,42003435000,9
42003429600,42003451105,9
42003429600,42003475101,9
42003429700,42003010300,9
42003429700,42003140100,9
42003429700,42003429100,9
42003429700,42003429300,9
42003429700,42003429600,9
42003429700,42003475101,9
42003429700,42003563800,9
42003430100,42003413500,9
42003430100,42003429300,9
42003430100,42003437000,9
42003430200,42003426300,9
42003430200,42003426700,9
42003430200,42003464400,9
42003430200,42003563000,9
42003431100,42003080400,9
42003431100,42003170200,9
42003431400,42003220600,9
42003431500,42003413300,9
42003431500,42003413400,9
42003431500,42003448000,9
42003432300,42003432400,9
42003432300,42003451105,9
42003432400,42003413400,9
42003432400,42003413500,9
42003432400,42003458000,9
42003432400,42003461000,9
42003432400,42003475200,9
42003434000,42003413300,9
42003434000,42003429201,9
42003434000,42003453004,9
42003434000,42003460002,9
42003434000,42003563800,9
42003435000,42003429500,9
42003437000,42003140300,9
42003437000,42003170200,9
42003439000,42003020300,9
42003445500,42003120800,9
42003445500,42003409000,9
42003445500,42003460002,9
42003447000,42003409000,9
42003447000,42003562700,9
42003448000,42003020300,9
42003448000,42003411000,9
42003449000,42003040900,9
42003449000,42003437000,9
42003449000,42003459102,9
42003449000,42003564000,9
42003449000,42003982200,9
42003450700,42003010300,9
42003450700,42003413500,9
42003450700,42003562800,9
42003450700,42003563800,9
42003450800,42003020300,9
42003450800,42003408002,9
42003450800,42003469000,9
42003450800,42003470300,9
42003451101,42003070500,9
42003451101,42003412001,9
42003451101,42003460001,9
42003451102,42003451104,9
42003451104,42003429400,9
42003451104,42003460002,9
42003451104,42003562600,9
42003451300,42003040400,9
42003451300,42003090200,9
42003451300,42003170200,9
42003451300,42003980700,9
42003452000,42003170200,9
42003452000,42003409000,9
42003452000,42003462100,9
42003452000,42003474102,9
42003452000,42003563100,9
42003453003,42003981200,9
42003453004,42003140100,9
42003453004,42003408001,9
42003453004,42003412001,9
42003453004,42003457100,9
42003453004,42003459102,9
42003453004,42003474202,9
42003453004,42003488500,9
42003455000,42003474102,9
42003455000,42003488600,9
42003456001,42003090200,9
42003456001,42003470502,9
42003456001,42003521200,9
42003456001,42003562600,9
42003456001,42003562800,9
42003456001,42003980700,9
42003456003,42003473500,9
42003456003,42003488500,9
42003456003,42003489001,9
42003456003,42003562600,9
42003456003,42003981200,9
42003456004,42003010300,9
42003456004,42003470600,9
42003456004,42003473500,9
42003456004,42003474102,9
42003456004,42003488300,9
42003456004,42003490003,9
42003457100,42003453004,9
42003457200,42003421100,9
42003457200,42003459102,9
42003457200,42003470502,9
42003458000,42003040500,9
42003458000,42003151700,9
42003458000,42003202300,9
42003458000,42003426400,9
42003458000,42003429100,9
42003458000,42003464400,9
42003458000,42003475401,9
42003458000,42003482500,9
42003458000,42003483800,9
42003458000,42003488300,9
42003459102,42003413500,9
42003459102,42003465800,9
42003459102,42003470600,9
42003459102,42003521200,9
42003459201,42003405000,9
42003459201,42003413201,9
42003459201,42003427000,9
42003459201,42003456004,9
42003459201,42003457100,9
42003459201,42003462100,9
42003459201,42003488300,9
42003460001,42003120800,9
42003460001,42003437000,9
42003460001,42003562500,9
42003460002,42003429400,9
42003460002,42003473601,9
42003461000,42003040200,9
42003461000,42003040900,9
42003461000,42003412001,9
42003461000,42003448000,9
42003462100,42003451105,9
42003462100,42003461000,9
42003462600,42003429100,9
42003462600,42003451105,9
42003462600,42003474102,9
42003463900,42003040500,9
42003464300,42003090200,9
42003464300,42003111500,9
42003464300,42003140100,9
42003464300,42003429100,9
42003464300,42003429400,9
42003464300,42003445500,9
42003464300,42003459102,9
42003464300,42003462100,9
42003464300,42003562800,9
42003464300,42003980700,9
42003464400,42003141300,9
42003464400,42003476100,9
42003465600,42003170200,9
42003465600,42003429201,9
42003465800,42003460001,9
42003465800,42003468900,9
42003468700,42003409000,9
42003468700,42003474102,9
42003468800,42003220600,9
42003468800,42003409000,9
42003468800,42003471000,9
42003468800,42003474102,9
42003468900,42003040900,9
42003468900,42003220600,9
42003468900,42003470502,9
42003468900,42003563800,9
42003468900,42003980700,9
42003469000,42003080900,9
42003469000,42003090200,9
42003469000,42003120800,9
42003469000,42003191700,9
42003469000,42003473200,9
42003469000,42003476100,9
42003469000,42003562800,9
42003469000,42003980900,9
42003470300,42003070900,9
42003470300,42003409000,9
42003470300,42003473200,9
42003470300,42003474102,9
42003470300,42003562800,9
42003470400,42003451105,9
42003470400,42003456004,9
42003470400,42003457100,9
42003470400,42003457200,9
42003470400,42003470502,9
42003470400,42003474202,9
42003470501,42003437000,9
42003470501,42003520001,9
42003470501,42003561000,9
42003470502,42003080400,9
42003470502,42003170200,9
42003470502,42003202300,9
42003470502,42003451105,9
42003470502,42003470501,9
42003470502,42003473500,9
42003470502,42003562600,9
42003470600,42003460002,9
42003470600,42003468800,9
42003471000,42003452000,9
42003472100,42003470502,9
42003472100,42003476100,9
42003472100,42003562600,9
42003472200,42003070900,9
42003472200,42003411000,9
42003472200,42003470502,9
42003472200,42003475301,9
42003472300,42003451102,9
42003472300,42003473402,9
42003472400,42003140100,9
42003472400,42003170200,9
42003472400,42003220600,9
42003472400,42003475101,9
42003473100,42003070500,9
42003473100,42003453004,9
42003473100,42003456001,9
42003473100,42003456003,9
42003473100,42003470600,9
42003473100,42003473402,9
42003473100,42003981200,9
42003473200,42003411000,9
42003473200,42003475301,9
42003473200,42003489001,9
42003473300,42003040500,9
42003473300,42003120800,9
42003473300,42003474203,9
42003473300,42003475102,9
42003473300,42003475401,9
42003473300,42003489001,9
42003473300,42003491200,9
42003473300,42003980600,9
42003473401,42003421100,9
42003473401,42003453004,9
42003473401,42003456001,9
42003473402,42003191900,9
42003473402,42003464400,9
42003473402,42003474202,9
42003473402,42003488300,9
42003473500,42003220600,9
42003473500,42003473100,9
42003473500,42003475301,9
42003473500,42003488300,9
42003473500,42003980700,9
42003473601,42003070300,9
42003473601,42003070900,9
42003473601,42003488500,9
42003473601,42003980700,9
42003473602,42003040400,9
42003473602,42003120800,9
42003473602,42003453004,9
42003473602,42003456004,9
42003473602,42003489001,9
42003473602,42003980600,9
42003474101,42003140100,9
42003474101,42003429100,9
42003474101,42003451105,9
42003474101,42003474203,9
42003474101,42003475301,9
42003474102,42003456003,9
42003474102,42003460002,9
42003474102,42003473200,9
42003474102,42003474203,9
42003474201,42003473500,9
42003474201,42003475200,9
42003474201,42003562800,9
42003474202,42003070300,9
42003474202,42003453003,9
42003474202,42003476200,9
42003474202,42003484300,9
42003474203,42003170200,9
42003475101,42003480200,9
42003475101,42003490003,9
42003475102,42003140100,9
42003475102,42003421100,9
42003475102,42003475402,9
42003475102,42003488600,9
42003475200,42003411000,9
42003475200,42003460002,9
42003475200,42003489002,9
42003475200,42003980900,9
42003475301,42003202300,9
42003475301,42003453004,9
42003475301,42003470502,9
42003475303,42003070900,9
42003475303,42003140100,9
42003475303,42003473500,9
42003475303,42003474203,9
42003475303,42003476100,9
42003475303,42003484300,9
42003475304,42003413201,9
42003475304,42003468700,9
42003475304,42003473300,9
42003475304,42003475303,9
42003475304,42003482500,9
42003475304,42003489002,9
42003475304,42003517000,9
42003475304,42003521302,9
42003475401,42003090200,9
42003475401,42003140100,9
42003475401,42003429201,9
42003475401,42003475402,9
42003475402,42003220600,9
42003475402,42003429400,9
42003475402,42003490002,9
42003475402,42003562700,9
42003475402,42003980700,9
42003476100,42003060300,9
42003476100,42003456004,9
42003476100,42003464400,9
42003476100,42003473500,9
42003476100,42003473601,9
42003476100,42003491200,9
42003476200,42003462100,9
42003476200,42003475102,9
42003476200,42003477100,9
42003476200,42003563200,9
42003477100,42003429400,9
42003477100,42003474102,9
42003477100,42003477200,9
42003477100,42003478200,9
42003477100,42003981200,9
42003477200,42003461000,9
42003477200,42003476200,9
42003477200,42003489002,9
42003477300,42003191800,9
42003477300,42003437000,9
42003477300,42003456004,9
42003477300,42003480102,9
42003477300,42003480400,9
42003478100,42003191700,9
42003478100,42003192000,9
42003478100,42003451105,9
42003478100,42003474102,9
42003478100,42003480300,9
42003478100,42003482500,9
42003478100,42003560400,9
42003478200,42003140100,9
42003478200,42003202300,9
42003478200,42003320400,9
42003478200,42003413500,9
42003478200,42003480200,9
42003478200,42003519000,9
42003479000,42003421100,9
42003479000,42003451300,9
42003479000,42003470502,9
42003480101,42003151700,9
42003480101,42003202300,9
42003480101,42003429100,9
42003480101,42003429400,9
42003480101,42003473300,9
42003480101,42003563200,9
42003480102,42003451300,9
42003480102,42003453004,9
42003480102,42003477200,9
42003480102,42003483800,9
42003480102,42003980900,9
42003480200,42003473500,9
42003480200,42003474102,9
42003480200,42003483800,9
42003480200,42003490003,9
42003480300,42003460002,9
42003480400,42003040400,9
42003480400,42003411000,9
42003480400,42003470300,9
42003480400,42003477100,9
42003481000,42003413201,9
42003481000,42003451102,9
42003482500,42003010300,9
42003482500,42003070900,9
42003482500,42003140100,9
42003482500,42003453004,9
42003482500,42003520001,9
42003483800,42003220600,9
42003483800,42003424000,9
42003483800,42003453004,9
42003483800,42003523400,9
42003484300,42003421100,9
42003484300,42003475101,9
42003484300,42003488500,9
42003484300,42003563200,9
42003484500,42003070500,9
42003484500,42003080900,9
42003484500,42003141400,9
42003484500,42003151700,9
42003484500,42003405000,9
42003484500,42003490003,9
42003484500,42003501000,9
42003484500,42003550900,9
42003484500,42003561200,9
42003484500,42003563200,9
42003484600,42003421100,9
42003484600,42003484300,9
42003486700,42003070900,9
42003486700,42003551200,9
42003486700,42003980700,9
42003486800,42003220600,9
42003486800,42003520001,9
42003486800,42003521200,9
42003486800,42003563900,9
42003486900,42003484300,9
42003486900,42003488600,9
42003486900,42003981200,9
42003487000,42003421100,9
42003488100,42003020300,9
42003488100,42003220600,9
42003488100,42003453004,9
42003488100,42003491200,9
42003488100,42003981200,9
42003488200,42003111500,9
42003488200,42003476100,9
42003488200,42003486700,9
42003488200,42003562000,9
42003488300,42003220600,9
42003488300,42003513800,9
42003488300,42003521301,9
42003488300,42003981200,9
42003488400,42003020300,9
42003488400,42003429201,9
42003488400,42003460002,9
42003488400,42003476100,9
42003488400,42003487000,9
42003488400,42003490003,9
42003488400,42003492700,9
42003488400,42003513800,9
42003488500,42003111500,9
42003488500,42003453004,9
42003488500,42003480200,9
42003488500,42003490003,9
42003488500,42003521200,9
42003488500,42003551300,9
42003488600,42003425000,9
42003488600,42003429201,9
42003488600,42003451300,9
42003488600,42003475301,9
42003488600,42003475401,9
42003488600,42003476100,9
42003488600,42003488400,9
42003489001,42003070300,9
42003489001,42003111500,9
42003489001,42003429201,9
42003489001,42003429400,9
42003489001,42003480102,9
42003489002,42003141300,9
42003489002,42003290200,9
42003489002,42003429400,9
42003489002,42003475301,9
42003489002,42003483800,9
42003490002,42003090200,9
42003490002,42003120800,9
42003490002,42003220600,9
42003490002,42003476200,9
42003490002,42003478100,9
42003490002,42003484300,9
42003490002,42003552100,9
42003490003,42003451300,9
42003490003,42003473402,9
42003490003,42003474102,9
42003490003,42003480101,9
42003490003,42003483800,9
42003490003,42003484300,9
42003490004,42003120800,9
42003490004,42003456003,9
42003490004,42003477200,9
42003490004,42003480300,9
42003490004,42003489002,9
42003490004,42003563000,9
42003491101,42003040500,9
42003491101,42003140300,9
42003491101,42003473200,9
42003491101,42003490002,9
42003491101,42003490004,9
