h_tract,w_tract,commuters
42003415002,42003562400,2
42003415002,42003563800,2
42003416000,42003040500,2
42003416000,42003170200,2
42003416000,42003190300,2
42003416000,42003191800,2
42003416000,42003290200,2
42003416000,42003409000,2
42003416000,42003412001,2
42003416000,42003413202,2
42003416000,42003413300,2
42003416000,42003413400,2
42003416000,42003420000,2
42003416000,42003426400,2
42003416000,42003427000,2
42003416000,42003437000,2
42003416000,42003448000,2
42003416000,42003451101,2
42003416000,42003459101,2
42003416000,42003460002,2
42003416000,42003470300,2
42003416000,42003473401,2
42003416000,42003473500,2
42003416000,42003474202,2
42003416000,42003475401,2
42003416000,42003476100,2
42003416000,42003478100,2
42003416000,42003489001,2
42003416000,42003513800,2
42003416000,42003515401,2
42003416000,42003518001,2
42003416000,42003521500,2
42003416000,42003551900,2
42003416000,42003560400,2
42003416000,42003561000,2
42003416000,42003561700,2
42003416000,42003563100,2
42003416000,42003980900,2
42003417100,42003040500,2
42003417100,42003070300,2
42003417100,42003080900,2
42003417100,42003120800,2
42003417100,42003141300,2
42003417100,42003413300,2
42003417100,42003413500,2
42003417100,42003416000,2
42003417100,42003426700,2
42003417100,42003427000,2
42003417100,42003437000,2
42003417100,42003445500,2
42003417100,42003451102,2
42003417100,42003451105,2
42003417100,42003451300,2
42003417100,42003475301,2
42003417100,42003476100,2
42003417100,42003477200,2
42003417100,42003483800,2
42003417100,42003489001,2
42003417100,42003491200,2
42003417100,42003503002,2
42003417100,42003510000,2
42003417100,42003521302,2
42003417100,42003522000,2
42003417100,42003523501,2
42003417100,42003525100,2
42003417100,42003526201,2
42003417100,42003562400,2
42003417100,42003562600,2
42003417100,42003980100,2
42003417200,42003130300,2
42003417200,42003130600,2
42003417200,42003140400,2
42003417200,42003160900,2
42003417200,42003409000,2
42003417200,42003413202,2
42003417200,42003413300,2
42003417200,42003426800,2
42003417200,42003430200,2
42003417200,42003451105,2
42003417200,42003451300,2
42003417200,42003463900,2
42003417200,42003473602,2
42003417200,42003482500,2
42003417200,42003513800,2
42003417200,42003521100,2
42003417200,42003522000,2
42003417200,42003523502,2
42003417200,42003523600,2
42003417200,42003523701,2
42003417200,42003526201,2
42003417200,42003526302,2
42003417200,42003562600,2
42003417200,42003563200,2
42003417200,42003563800,2
42003417200,42003564000,2
42003417200,42003980600,2
42003417200,42003980900,2
42003418000,42003101100,2
42003418000,42003140100,2
42003418000,42003240600,2
42003418000,42003290200,2
42003418000,42003401200,2
42003418000,42003412001,2
42003418000,42003413300,2
42003418000,42003413400,2
42003418000,42003414102,2
42003418000,42003416000,2
42003418000,42003421200,2
42003418000,42003423000,2
42003418000,42003427000,2
42003418000,42003427200,2
42003418000,42003446000,2
42003418000,42003451300,2
42003418000,42003453003,2
42003418000,42003460001,2
42003418000,42003462100,2
42003418000,42003486700,2
42003418000,42003488400,2
42003418000,42003492700,2
42003418000,42003515100,2
42003418000,42003521301,2
42003418000,42003522000,2
42003418000,42003523100,2
42003418000,42003523600,2
42003418000,42003526201,2
42003418000,42003526302,2
42003418000,42003560400,2
42003418000,42003563200,2
42003418000,42003563900,2
42003419000,42003101400,2
42003419000,42003120400,2
42003419000,42003141400,2
42003419000,42003192000,2
42003419000,42003260200,2
42003419000,42003261500,2
42003419000,42003401100,2
42003419000,42003401300,2
42003419000,42003402000,2
42003419000,42003406000,2
42003419000,42003413100,2
42003419000,42003413201,2
42003419000,42003413400,2
42003419000,42003414101,2
42003419000,42003414102,2
42003419000,42003416000,2
42003419000,42003426700,2
42003419000,42003426800,2
42003419000,42003427200,2
42003419000,42003435000,2
42003419000,42003448000,2
42003419000,42003451300,2
42003419000,42003468700,2
42003419000,42003477100,2
42003419000,42003480300,2
42003419000,42003488500,2
42003419000,42003491200,2
42003419000,42003504100,2
42003419000,42003520001,2
42003419000,42003523200,2
42003419000,42003523300,2
42003419000,42003525100,2
42003419000,42003526201,2
42003419000,42003526301,2
42003419000,42003561700,2
42003419000,42003562000,2
42003419000,42003562300,2
42003419000,42003563800,2
42003419000,42003981200,2
42003420000,42003040400,2
42003420000,42003060500,2
42003420000,42003070600,2
42003420000,42003110200,2
42003420000,42003111500,2
42003420000,42003140300,2
42003420000,42003141400,2
42003420000,42003407002,2
42003420000,42003411000,2
42003420000,42003413100,2
42003420000,42003413300,2
42003420000,42003413400,2
42003420000,42003422000,2
42003420000,42003426800,2
42003420000,42003429201,2
42003420000,42003432400,2
42003420000,42003448000,2
42003420000,42003451105,2
42003420000,42003453004,2
42003420000,42003465600,2
42003420000,42003475101,2
42003420000,42003475301,2
42003420000,42003477300,2
42003420000,42003483800,2
42003420000,42003504100,2
42003420000,42003509400,2
42003420000,42003525200,2
42003420000,42003561000,2
42003420000,42003562800,2
42003421100,42003070800,2
42003421100,42003110200,2
42003421100,42003130200,2
42003421100,42003140600,2
42003421100,42003241200,2
42003421100,42003401200,2
42003421100,42003401300,2
42003421100,42003413100,2
42003421100,42003413300,2
42003421100,42003414102,2
42003421100,42003429700,2
42003421100,42003451102,2
42003421100,42003451105,2
42003421100,42003453003,2
42003421100,42003460002,2
42003421100,42003472300,2
42003421100,42003473602,2
42003421100,42003478100,2
42003421100,42003482500,2
42003421100,42003488500,2
42003421100,42003504100,2
42003421100,42003515300,2
42003421100,42003516100,2
42003421100,42003517000,2
42003421100,42003523200,2
42003421100,42003526302,2
42003421100,42003561000,2
42003421100,42003561500,2
42003421100,42003562600,2
42003421100,42003563000,2
42003421100,42003563100,2
42003421200,42003030500,2
42003421200,42003060500,2
42003421200,42003191500,2
42003421200,42003191700,2
42003421200,42003290100,2
42003421200,42003413201,2
42003421200,42003413400,2
42003421200,42003429202,2
42003421200,42003429300,2
42003421200,42003429500,2
42003421200,42003429600,2
42003421200,42003429700,2
42003421200,42003431500,2
42003421200,42003434000,2
42003421200,42003437000,2
42003421200,42003447000,2
42003421200,42003451101,2
42003421200,42003451105,2
42003421200,42003456004,2
42003421200,42003465800,2
42003421200,42003468700,2
42003421200,42003470502,2
42003421200,42003474203,2
42003421200,42003475301,2
42003421200,42003488500,2
42003421200,42003488600,2
42003421200,42003489002,2
42003421200,42003491101,2
42003421200,42003508000,2
42003421200,42003509400,2
42003421200,42003523100,2
42003421200,42003524000,2
42003421200,42003526101,2
42003421200,42003526302,2
42003421200,42003551300,2
42003421200,42003560400,2
42003421200,42003562500,2
42003421200,42003564100,2
42003421200,42003980800,2
42003422000,42003080200,2
42003422000,42003090200,2
42003422000,42003140400,2
42003422000,42003202300,2
42003422000,42003260200,2
42003422000,42003261500,2
42003422000,42003290200,2
42003422000,42003413100,2
42003422000,42003426800,2
42003422000,42003429700,2
42003422000,42003430200,2
42003422000,42003431500,2
42003422000,42003453004,2
42003422000,42003456004,2
42003422000,42003473300,2
42003422000,42003473500,2
42003422000,42003474102,2
42003422000,42003475401,2
42003422000,42003477200,2
42003422000,42003486700,2
42003422000,42003488500,2
42003422000,42003489002,2
42003422000,42003517000,2
42003422000,42003521402,2
42003422000,42003523400,2
42003422000,42003523800,2
42003422000,42003526101,2
42003422000,42003526102,2
42003422000,42003526302,2
42003422000,42003552100,2
42003422000,42003560500,2
42003422000,42003562600,2
42003423000,42003040500,2
42003423000,42003070800,2
42003423000,42003080700,2
42003423000,42003111400,2
42003423000,42003151700,2
42003423000,42003160800,2
42003423000,42003180300,2
42003423000,42003192000,2
42003423000,42003202300,2
42003423000,42003210700,2
42003423000,42003402000,2
42003423000,42003405000,2
42003423000,42003407001,2
42003423000,42003408002,2
42003423000,42003413202,2
42003423000,42003414200,2
42003423000,42003415002,2
42003423000,42003426800,2
42003423000,42003429100,2
42003423000,42003431500,2
42003423000,42003437000,2
42003423000,42003451101,2
42003423000,42003456004,2
42003423000,42003460001,2
42003423000,42003464300,2
42003423000,42003465600,2
42003423000,42003468700,2
42003423000,42003470300,2
42003423000,42003473500,2
42003423000,42003474102,2
42003423000,42003475200,2
42003423000,42003483800,2
42003423000,42003488500,2
42003423000,42003489001,2
42003423000,42003516200,2
42003423000,42003522000,2
42003423000,42003523400,2
42003423000,42003523600,2
42003423000,42003523701,2
42003423000,42003524000,2
42003423000,42003552100,2
42003423000,42003561400,2
42003423000,42003563900,2
42003424000,42003030500,2
42003424000,42003090200,2
42003424000,42003130600,2
42003424000,42003202300,2
42003424000,42003290100,2
42003424000,42003405000,2
42003424000,42003407002,2
42003424000,42003408002,2
42003424000,42003417200,2
42003424000,42003426400,2
42003424000,42003429202,2
42003424000,42003429600,2
42003424000,42003430100,2
42003424000,42003432400,2
42003424000,42003445500,2
42003424000,42003451101,2
42003424000,42003456001,2
42003424000,42003456004,2
42003424000,42003459102,2
42003424000,42003464400,2
42003424000,42003465600,2
42003424000,42003468900,2
42003424000,42003470300,2
42003424000,42003476100,2
42003424000,42003484500,2
42003424000,42003489001,2
42003424000,42003507000,2
42003424000,42003515401,2
42003424000,42003519000,2
42003424000,42003521500,2
42003424000,42003523702,2
42003424000,42003524000,2
42003424000,42003526102,2
42003424000,42003550900,2
42003424000,42003551900,2
42003424000,42003552100,2
42003424000,42003562000,2
42003424000,42003562800,2
42003425000,42003070300,2
42003425000,42003090300,2
42003425000,42003140400,2
42003425000,42003140500,2
42003425000,42003191700,2
42003425000,42003191800,2
42003425000,42003192000,2
42003425000,42003406000,2
42003425000,42003407001,2
42003425000,42003413202,2
42003425000,42003417200,2
42003425000,42003423000,2
42003425000,42003431500,2
42003425000,42003446000,2
42003425000,42003450700,2
42003425000,42003456003,2
42003425000,42003456004,2
42003425000,42003468800,2
42003425000,42003473100,2
42003425000,42003473401,2
42003425000,42003480200,2
42003425000,42003480400,2
42003425000,42003488400,2
42003425000,42003489001,2
42003425000,42003491200,2
42003425000,42003500300,2
42003425000,42003510000,2
42003425000,42003513800,2
42003425000,42003521302,2
42003425000,42003522000,2
42003425000,42003523701,2
42003425000,42003523800,2
42003425000,42003524000,2
42003425000,42003561500,2
42003425000,42003564000,2
42003425000,42003980100,2
42003425000,42003980900,2
42003426300,42003040400,2
42003426300,42003070800,2
42003426300,42003080200,2
42003426300,42003080400,2
42003426300,42003111300,2
42003426300,42003141300,2
42003426300,42003192000,2
42003426300,42003250300,2
42003426300,42003261200,2
42003426300,42003261500,2
42003426300,42003290400,2
42003426300,42003401300,2
42003426300,42003412002,2
42003426300,42003417100,2
42003426300,42003417200,2
42003426300,42003421200,2
42003426300,42003447000,2
42003426300,42003449000,2
42003426300,42003450800,2
42003426300,42003451102,2
42003426300,42003453003,2
42003426300,42003456004,2
42003426300,42003464300,2
42003426300,42003465800,2
42003426300,42003473200,2
42003426300,42003473601,2
42003426300,42003475102,2
42003426300,42003475200,2
42003426300,42003475301,2
42003426300,42003480101,2
42003426300,42003480200,2
42003426300,42003480300,2
42003426300,42003481000,2
42003426300,42003488600,2
42003426300,42003489001,2
42003426300,42003503002,2
42003426300,42003504100,2
42003426300,42003509400,2
42003426300,42003512000,2
42003426300,42003515100,2
42003426300,42003515401,2
42003426300,42003523800,2
42003426300,42003560600,2
42003426300,42003562000,2
42003426300,42003562400,2
42003426300,42003563100,2
42003426300,42003563800,2
42003426300,42003564200,2
42003426400,42003070800,2
42003426400,42003110200,2
42003426400,42003120700,2
42003426400,42003140300,2
42003426400,42003151600,2
42003426400,42003191100,2
42003426400,42003191600,2
42003426400,42003192000,2
42003426400,42003260200,2
42003426400,42003261200,2
42003426400,42003261400,2
42003426400,42003261500,2
42003426400,42003401200,2
42003426400,42003420000,2
42003426400,42003428100,2
42003426400,42003428200,2
42003426400,42003431500,2
42003426400,42003432300,2
42003426400,42003435000,2
42003426400,42003447000,2
42003426400,42003450700,2
42003426400,42003459102,2
42003426400,42003465600,2
42003426400,42003472100,2
42003426400,42003473200,2
42003426400,42003473601,2
42003426400,42003475101,2
42003426400,42003475301,2
42003426400,42003475401,2
42003426400,42003475402,2
42003426400,42003477200,2
42003426400,42003478100,2
42003426400,42003478200,2
42003426400,42003480300,2
42003426400,42003486700,2
42003426400,42003486800,2
42003426400,42003488300,2
42003426400,42003504100,2
42003426400,42003515300,2
42003426400,42003516100,2
42003426400,42003516200,2
42003426400,42003518001,2
42003426400,42003521100,2
42003426400,42003523400,2
42003426400,42003523600,2
42003426400,42003552100,2
42003426400,42003561000,2
42003426400,42003980500,2
42003426700,42003140400,2
42003426700,42003140500,2
42003426700,42003151700,2
42003426700,42003191700,2
42003426700,42003191800,2
42003426700,42003250300,2
42003426700,42003261200,2
42003426700,42003261500,2
42003426700,42003401300,2
42003426700,42003405000,2
42003426700,42003413202,2
42003426700,42003418000,2
42003426700,42003423000,2
42003426700,42003427000,2
42003426700,42003435000,2
42003426700,42003451105,2
42003426700,42003453004,2
42003426700,42003459102,2
42003426700,42003470502,2
42003426700,42003473300,2
42003426700,42003474102,2
42003426700,42003477300,2
42003426700,42003513800,2
42003426700,42003515401,2
42003426700,42003521301,2
42003426700,42003522000,2
42003426700,42003560600,2
42003426700,42003563000,2
42003426700,42003980500,2
42003426800,42003080400,2
42003426800,42003101800,2
42003426800,42003120700,2
42003426800,42003140600,2
42003426800,42003191600,2
42003426800,42003191800,2
42003426800,42003192000,2
42003426800,42003270100,2
42003426800,42003270400,2
42003426800,42003290100,2
42003426800,42003401300,2
42003426800,42003428100,2
42003426800,42003429300,2
42003426800,42003432300,2
42003426800,42003435000,2
42003426800,42003456001,2
42003426800,42003461000,2
42003426800,42003465600,2
42003426800,42003465800,2
42003426800,42003468700,2
42003426800,42003471000,2
42003426800,42003477200,2
42003426800,42003480101,2
42003426800,42003480300,2
42003426800,42003523502,2
42003426800,42003523702,2
42003426800,42003524000,2
42003426800,42003526202,2
42003426800,42003551900,2
42003426800,42003561200,2
42003426800,42003562300,2
42003426800,42003564500,2
42003426800,42003981800,2
42003427000,42003030500,2
42003427000,42003090300,2
42003427000,42003101800,2
42003427000,42003110200,2
42003427000,42003141300,2
42003427000,42003151700,2
42003427000,42003191700,2
42003427000,42003270300,2
42003427000,42003270800,2
42003427000,42003271500,2
42003427000,42003300100,2
42003427000,42003320400,2
42003427000,42003401300,2
42003427000,42003413400,2
42003427000,42003415002,2
42003427000,42003417200,2
42003427000,42003427100,2
42003427000,42003470300,2
42003427000,42003473200,2
42003427000,42003475102,2
42003427000,42003475200,2
42003427000,42003476100,2
42003427000,42003480400,2
42003427000,42003481000,2
42003427000,42003482500,2
42003427000,42003503002,2
42003427000,42003516100,2
42003427000,42003522000,2
42003427000,42003523501,2
42003427000,42003526101,2
42003427000,42003550900,2
42003427000,42003551900,2
42003427000,42003560400,2
42003427000,42003562000,2
42003427000,42003562300,2
42003427000,42003562400,2
42003427000,42003562500,2
42003427000,42003563100,2
42003427000,42003563800,2
42003427100,42003050100,2
42003427100,42003080600,2
42003427100,42003140600,2
42003427100,42003191600,2
42003427100,42003270300,2
42003427100,42003271500,2
42003427100,42003290100,2
42003427100,42003290200,2
42003427100,42003401300,2
42003427100,42003402000,2
42003427100,42003410000,2
42003427100,42003412002,2
42003427100,42003417200,2
42003427100,42003429600,2
42003427100,42003431100,2
42003427100,42003451104,2
42003427100,42003456001,2
42003427100,42003456004,2
42003427100,42003457200,2
42003427100,42003464300,2
42003427100,42003470600,2
42003427100,42003472100,2
42003427100,42003474203,2
42003427100,42003476100,2
42003427100,42003477200,2
42003427100,42003478100,2
42003427100,42003481000,2
42003427100,42003482500,2
42003427100,42003486700,2
42003427100,42003503002,2
42003427100,42003513800,2
42003427100,42003514000,2
42003427100,42003515300,2
42003427100,42003515401,2
42003427100,42003516200,2
42003427100,42003518001,2
42003427100,42003523300,2
42003427100,42003523502,2
42003427100,42003524000,2
42003427100,42003526202,2
42003427100,42003526301,2
42003427100,42003552400,2
42003427100,42003560400,2
42003427100,42003561500,2
42003427100,42003562000,2
42003427100,42003562500,2
42003427100,42003562800,2
42003427200,42003040400,2
42003427200,42003051000,2
42003427200,42003060500,2
42003427200,42003070300,2
42003427200,42003101400,2
42003427200,42003101800,2
42003427200,42003110200,2
42003427200,42003120300,2
42003427200,42003130300,2
42003427200,42003191400,2
42003427200,42003191500,2
42003427200,42003191800,2
42003427200,42003191900,2
42003427200,42003261500,2
42003427200,42003262000,2
42003427200,42003270100,2
42003427200,42003290200,2
42003427200,42003403500,2
42003427200,42003417100,2
42003427200,42003429700,2
42003427200,42003445500,2
42003427200,42003447000,2
42003427200,42003451102,2
42003427200,42003456004,2
42003427200,42003460001,2
42003427200,42003465800,2
42003427200,42003468800,2
42003427200,42003470300,2
42003427200,42003470502,2
42003427200,42003473601,2
42003427200,42003474101,2
42003427200,42003475402,2
42003427200,42003476100,2
42003427200,42003477300,2
42003427200,42003486700,2
42003427200,42003488400,2
42003427200,42003491101,2
42003427200,42003504100,2
42003427200,42003510000,2
42003427200,42003515401,2
42003427200,42003517000,2
42003427200,42003518001,2
42003427200,42003520001,2
42003427200,42003521302,2
42003427200,42003522000,2
42003427200,42003523600,2
42003427200,42003523702,2
42003427200,42003525300,2
42003427200,42003526101,2
42003427200,42003551900,2
42003427200,42003552100,2
42003427200,42003562400,2
42003427200,42003564000,2
42003427200,42003564500,2
42003428100,42003080400,2
42003428100,42003080700,2
42003428100,42003080900,2
42003428100,42003101100,2
42003428100,42003140200,2
42003428100,42003140800,2
42003428100,42003141300,2
42003428100,42003290200,2
42003428100,42003412001,2
42003428100,42003412002,2
42003428100,42003415001,2
42003428100,42003420000,2
42003428100,42003424000,2
42003428100,42003427000,2
42003428100,42003429500,2
42003428100,42003430200,2
42003428100,42003445500,2
42003428100,42003458000,2
42003428100,42003473402,2
42003428100,42003473601,2
42003428100,42003473602,2
42003428100,42003475200,2
42003428100,42003475301,2
42003428100,42003475401,2
42003428100,42003478100,2
42003428100,42003484300,2
42003428100,42003484600,2
42003428100,42003516200,2
42003428100,42003521302,2
42003428100,42003563800,2
42003428100,42003563900,2
42003428100,42003564000,2
42003428100,42003980700,2
42003428200,42003140100,2
42003428200,42003141400,2
42003428200,42003191800,2
42003428200,42003210700,2
42003428200,42003261200,2
42003428200,42003261500,2
42003428200,42003405000,2
42003428200,42003408002,2
42003428200,42003413100,2
42003428200,42003414102,2
42003428200,42003426300,2
42003428200,42003432400,2
42003428200,42003450800,2
42003428200,42003451101,2
42003428200,42003451105,2
42003428200,42003462100,2
42003428200,42003464400,2
42003428200,42003470502,2
42003428200,42003473402,2
42003428200,42003473602,2
42003428200,42003488500,2
42003428200,42003521302,2
42003428200,42003523200,2
42003428200,42003525200,2
42003428200,42003563100,2
42003428200,42003563800,2
42003428200,42003564100,2
42003429100,42003040500,2
42003429100,42003070300,2
42003429100,42003080400,2
42003429100,42003090300,2
42003429100,42003120700,2
42003429100,42003140800,2
42003429100,42003141000,2
42003429100,42003141300,2
42003429100,42003191600,2
42003429100,42003261200,2
42003429100,42003261400,2
42003429100,42003290200,2
42003429100,42003300100,2
42003429100,42003407002,2
42003429100,42003413100,2
42003429100,42003413202,2
42003429100,42003414200,2
42003429100,42003426300,2
42003429100,42003426800,2
42003429100,42003427200,2
42003429100,42003450700,2
42003429100,42003451101,2
42003429100,42003451104,2
42003429100,42003456004,2
42003429100,42003468700,2
42003429100,42003472300,2
42003429100,42003473500,2
42003429100,42003477200,2
42003429100,42003480101,2
42003429100,42003480400,2
42003429100,42003488400,2
42003429100,42003504100,2
42003429100,42003512900,2
42003429100,42003520002,2
42003429100,42003523501,2
42003429100,42003523502,2
42003429100,42003523600,2
42003429100,42003523702,2
42003429100,42003562500,2
42003429100,42003563800,2
42003429201,42003040400,2
42003429201,42003040500,2
42003429201,42003050100,2
42003429201,42003060500,2
42003429201,42003110200,2
42003429201,42003120800,2
42003429201,42003130300,2
42003429201,42003140800,2
42003429201,42003191800,2
42003429201,42003240600,2
42003429201,42003262000,2
42003429201,42003270400,2
42003429201,42003270800,2
42003429201,42003403500,2
42003429201,42003422000,2
42003429201,42003423000,2
42003429201,42003426800,2
42003429201,42003428100,2
42003429201,42003449000,2
42003429201,42003451102,2
42003429201,42003453003,2
42003429201,42003457100,2
42003429201,42003464400,2
42003429201,42003465600,2
42003429201,42003468800,2
42003429201,42003473200,2
42003429201,42003478100,2
42003429201,42003478200,2
42003429201,42003503002,2
42003429201,42003510000,2
42003429201,42003518001,2
42003429201,42003519000,2
42003429201,42003522000,2
42003429201,42003523501,2
42003429201,42003523502,2
42003429201,42003523702,2
42003429201,42003561000,2
42003429201,42003561100,2
42003429202,42003120700,2
42003429202,42003140500,2
42003429202,42003191700,2
42003429202,42003192000,2
42003429202,42003241200,2
42003429202,42003250300,2
42003429202,42003262000,2
42003429202,42003270300,2
42003429202,42003290200,2
42003429202,42003402000,2
42003429202,42003405000,2
42003429202,42003412002,2
42003429202,42003413201,2
42003429202,42003414101,2
42003429202,42003422000,2
42003429202,42003426800,2
42003429202,42003445500,2
42003429202,42003446000,2
42003429202,42003451101,2
42003429202,42003468700,2
42003429202,42003474102,2
42003429202,42003476100,2
42003429202,42003477300,2
42003429202,42003478100,2
42003429202,42003480200,2
42003429202,42003481000,2
42003429202,42003492700,2
42003429202,42003496102,2
42003429202,42003508000,2
42003429202,42003509400,2
42003429202,42003515401,2
42003429202,42003517000,2
42003429202,42003521301,2
42003429202,42003550900,2
42003429202,42003552400,2
42003429202,42003561000,2
42003429202,42003561200,2
42003429202,42003562500,2
42003429202,42003562900,2
42003429202,42003563000,2
42003429300,42003070300,2
42003429300,42003080600,2
42003429300,42003090200,2
42003429300,42003090300,2
42003429300,42003120400,2
42003429300,42003140800,2
42003429300,42003141300,2
42003429300,42003180300,2
42003429300,42003191100,2
42003429300,42003260900,2
42003429300,42003270800,2
42003429300,42003320400,2
42003429300,42003402000,2
42003429300,42003403500,2
42003429300,42003413202,2
42003429300,42003426800,2
42003429300,42003427200,2
42003429300,42003429600,2
42003429300,42003432300,2
42003429300,42003434000,2
42003429300,42003450700,2
42003429300,42003456003,2
42003429300,42003457100,2
42003429300,42003460001,2
42003429300,42003462600,2
42003429300,42003470400,2
42003429300,42003473500,2
42003429300,42003477200,2
42003429300,42003477300,2
42003429300,42003479000,2
42003429300,42003480102,2
42003429300,42003480400,2
42003429300,42003485000,2
42003429300,42003486700,2
42003429300,42003488400,2
42003429300,42003509400,2
42003429300,42003513800,2
42003429300,42003515300,2
42003429300,42003516200,2
42003429300,42003523300,2
42003429300,42003523501,2
42003429300,42003523600,2
42003429300,42003551900,2
42003429300,42003562400,2
42003429300,42003562500,2
42003429400,42003040400,2
42003429400,42003070300,2
42003429400,42003070800,2
42003429400,42003120700,2
42003429400,42003141300,2
42003429400,42003250300,2
42003429400,42003260200,2
42003429400,42003261400,2
42003429400,42003402000,2
42003429400,42003407001,2
42003429400,42003407002,2
42003429400,42003414102,2
42003429400,42003426300,2
42003429400,42003426400,2
42003429400,42003426800,2
42003429400,42003427200,2
42003429400,42003429700,2
42003429400,42003453003,2
42003429400,42003456004,2
42003429400,42003457100,2
42003429400,42003459101,2
42003429400,42003462600,2
42003429400,42003465600,2
42003429400,42003475200,2
42003429400,42003477300,2
42003429400,42003482500,2
42003429400,42003486700,2
42003429400,42003488400,2
42003429400,42003510000,2
42003429400,42003520002,2
42003429400,42003521302,2
42003429400,42003523300,2
42003429400,42003523400,2
42003429400,42003523501,2
42003429400,42003523702,2
42003429400,42003526302,2
42003429400,42003550900,2
42003429400,42003561600,2
42003429400,42003563900,2
42003429400,42003564000,2
42003429500,42003040400,2
42003429500,42003060500,2
42003429500,42003090300,2
42003429500,42003151700,2
42003429500,42003191100,2
42003429500,42003191600,2
42003429500,42003403500,2
42003429500,42003427100,2
42003429500,42003435000,2
42003429500,42003450800,2
42003429500,42003464300,2
42003429500,42003468800,2
42003429500,42003473500,2
42003429500,42003475200,2
42003429500,42003475401,2
42003429500,42003478100,2
42003429500,42003487000,2
42003429500,42003488600,2
42003429500,42003489001,2
42003429500,42003520002,2
42003429500,42003521100,2
42003429500,42003523400,2
42003429500,42003523800,2
42003429500,42003561000,2
42003429500,42003562300,2
42003429500,42003562400,2
42003429500,42003563100,2
42003429500,42003980000,2
42003429600,42003090100,2
42003429600,42003100500,2
42003429600,42003101400,2
42003429600,42003140300,2
42003429600,42003140800,2
42003429600,42003141400,2
42003429600,42003191600,2
42003429600,42003422000,2
42003429600,42003423000,2
42003429600,42003426700,2
42003429600,42003426800,2
42003429600,42003428100,2
42003429600,42003431100,2
42003429600,42003432400,2
42003429600,42003446000,2
42003429600,42003451104,2
42003429600,42003453003,2
42003429600,42003459102,2
42003429600,42003468700,2
42003429600,42003473402,2
42003429600,42003473500,2
42003429600,42003474102,2
42003429600,42003475102,2
42003429600,42003475200,2
42003429600,42003480300,2
42003429600,42003480400,2
42003429600,42003484300,2
42003429600,42003484600,2
42003429600,42003491200,2
42003429600,42003504100,2
42003429600,42003517000,2
42003429600,42003522000,2
42003429600,42003523100,2
42003429600,42003523400,2
42003429600,42003526101,2
42003429600,42003526302,2
42003429600,42003562400,2
42003429600,42003980000,2
42003429600,42003980500,2
42003429700,42003030500,2
42003429700,42003070800,2
42003429700,42003090100,2
42003429700,42003191100,2
42003429700,42003191500,2
42003429700,42003191700,2
42003429700,42003210700,2
42003429700,42003261400,2
42003429700,42003270300,2
42003429700,42003271500,2
42003429700,42003403500,2
42003429700,42003407001,2
42003429700,42003408001,2
42003429700,42003413202,2
42003429700,42003414102,2
42003429700,42003420000,2
42003429700,42003426700,2
42003429700,42003456004,2
42003429700,42003460002,2
42003429700,42003470502,2
42003429700,42003475401,2
42003429700,42003484300,2
42003429700,42003486800,2
42003429700,42003488200,2
42003429700,42003488500,2
42003429700,42003489002,2
42003429700,42003520001,2
42003429700,42003521401,2
42003429700,42003525200,2
42003429700,42003525300,2
42003429700,42003552100,2
42003429700,42003563200,2
42003429700,42003563900,2
42003429700,42003564000,2
42003429700,42003980700,2
42003430100,42003040400,2
42003430100,42003060300,2
42003430100,42003070500,2
42003430100,42003070800,2
42003430100,42003080200,2
42003430100,42003120800,2
42003430100,42003191500,2
42003430100,42003202300,2
42003430100,42003270300,2
42003430100,42003270800,2
42003430100,42003415001,2
42003430100,42003427200,2
42003430100,42003428200,2
42003430100,42003432300,2
42003430100,42003432400,2
42003430100,42003447000,2
42003430100,42003449000,2
42003430100,42003451101,2
42003430100,42003462100,2
42003430100,42003470600,2
42003430100,42003475301,2
42003430100,42003478100,2
42003430100,42003484300,2
42003430100,42003489001,2
42003430100,42003560400,2
42003430100,42003561200,2
42003430100,42003561500,2
42003430100,42003562000,2
42003430100,42003563800,2
42003430100,42003980000,2
42003430200,42003100500,2
42003430200,42003140300,2
42003430200,42003140600,2
42003430200,42003141000,2
42003430200,42003151700,2
42003430200,42003192000,2
42003430200,42003250300,2
42003430200,42003260200,2
42003430200,42003262000,2
42003430200,42003401100,2
42003430200,42003401200,2
42003430200,42003404000,2
42003430200,42003415002,2
42003430200,42003420000,2
42003430200,42003428100,2
42003430200,42003453003,2
42003430200,42003457100,2
42003430200,42003464300,2
42003430200,42003468900,2
42003430200,42003470600,2
42003430200,42003471000,2
42003430200,42003472200,2
42003430200,42003472300,2
42003430200,42003473200,2
42003430200,42003474203,2
42003430200,42003475102,2
42003430200,42003475401,2
42003430200,42003476100,2
42003430200,42003477300,2
42003430200,42003480101,2
42003430200,42003480400,2
42003430200,42003481000,2
42003430200,42003488300,2
42003430200,42003492700,2
42003430200,42003492800,2
42003430200,42003510000,2
42003430200,42003513800,2
42003430200,42003521401,2
42003430200,42003525100,2
42003430200,42003562400,2
42003430200,42003562500,2
42003431100,42003030500,2
42003431100,42003070800,2
42003431100,42003101400,2
42003431100,42003130300,2
42003431100,42003140400,2
42003431100,42003210700,2
42003431100,42003261400,2
42003431100,42003270800,2
42003431100,42003290100,2
42003431100,42003410000,2
42003431100,42003412002,2
42003431100,42003414102,2
42003431100,42003414200,2
42003431100,42003421200,2
